Port Name,State,Port Code,Border,Date,Measure,Value
St. John,ND,3405,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,17
St. John,ND,3405,US-Canada Border,1/1/2020 00:00,Trucks,18
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Bus Passengers,430
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Buses,24
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Pedestrians,3598
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,98774
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Personal Vehicles,58238
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Rail Containers Empty,297
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Rail Containers Full,77
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Train Passengers,42
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Trains,15
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,3327
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Truck Containers Full,8812
Sumas,WA,3009,US-Canada Border,1/1/2020 00:00,Trucks,11765
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Bus Passengers,44
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Buses,1
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Pedestrians,222
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,24903
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Personal Vehicles,12841
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Rail Containers Empty,605
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Rail Containers Full,2268
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Train Passengers,210
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Trains,38
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,2257
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Truck Containers Full,9787
Sweetgrass,MT,3310,US-Canada Border,1/1/2020 00:00,Trucks,10781
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Pedestrians,73750
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Personal Vehicle Passengers,152551
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Personal Vehicles,82300
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Truck Containers Empty,1989
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Truck Containers Full,3330
Tecate,CA,2505,US-Mexico Border,1/1/2020 00:00,Trucks,5366
Tornillo-Fabens,TX,2404,US-Mexico Border,1/1/2020 00:00,Pedestrians,3098
Tornillo-Fabens,TX,2404,US-Mexico Border,1/1/2020 00:00,Personal Vehicle Passengers,63627
Tornillo-Fabens,TX,2404,US-Mexico Border,1/1/2020 00:00,Personal Vehicles,34183
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,12443
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Personal Vehicles,7099
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Rail Containers Empty,473
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Rail Containers Full,1457
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Train Passengers,102
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Trains,52
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,305
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Truck Containers Full,493
Trout River,NY,715,US-Canada Border,1/1/2020 00:00,Trucks,812
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Bus Passengers,48
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Buses,1
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Pedestrians,1
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,1332
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Personal Vehicles,661
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,8
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Truck Containers Full,14
Turner,MT,3306,US-Canada Border,1/1/2020 00:00,Trucks,17
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Pedestrians,2
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,14908
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Personal Vehicles,10454
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Rail Containers Empty,287
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Rail Containers Full,752
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Train Passengers,56
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Trains,44
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,859
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Truck Containers Full,959
Van Buren,ME,108,US-Canada Border,1/1/2020 00:00,Trucks,1629
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Pedestrians,6
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,1776
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Personal Vehicles,1316
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Rail Containers Empty,1334
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Rail Containers Full,943
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Train Passengers,57
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Trains,27
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,28
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Truck Containers Full,13
Vanceboro,ME,105,US-Canada Border,1/1/2020 00:00,Trucks,42
Walhalla,ND,3407,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,4264
Walhalla,ND,3407,US-Canada Border,1/1/2020 00:00,Personal Vehicles,2233
Walhalla,ND,3407,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,498
Walhalla,ND,3407,US-Canada Border,1/1/2020 00:00,Truck Containers Full,93
Walhalla,ND,3407,US-Canada Border,1/1/2020 00:00,Trucks,607
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Bus Passengers,307
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Buses,41
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,14842
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Personal Vehicles,5968
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,418
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Truck Containers Full,89
Warroad,MN,3423,US-Canada Border,1/1/2020 00:00,Trucks,523
Westhope,ND,3419,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,1168
Westhope,ND,3419,US-Canada Border,1/1/2020 00:00,Personal Vehicles,570
Westhope,ND,3419,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,421
Westhope,ND,3419,US-Canada Border,1/1/2020 00:00,Truck Containers Full,154
Westhope,ND,3419,US-Canada Border,1/1/2020 00:00,Trucks,551
Whitlash,MT,3321,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,65
Whitlash,MT,3321,US-Canada Border,1/1/2020 00:00,Personal Vehicles,35
Wildhorse,MT,3323,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,1022
Wildhorse,MT,3323,US-Canada Border,1/1/2020 00:00,Personal Vehicles,491
Wildhorse,MT,3323,US-Canada Border,1/1/2020 00:00,Truck Containers Empty,2
Wildhorse,MT,3323,US-Canada Border,1/1/2020 00:00,Truck Containers Full,108
Wildhorse,MT,3323,US-Canada Border,1/1/2020 00:00,Trucks,83
Willow Creek,MT,3325,US-Canada Border,1/1/2020 00:00,Personal Vehicle Passengers,373
Willow Creek,MT,3325,US-Canada Border,1/1/2020 00:00,Personal Vehicles,176
